,T1115TS003_1o,T1115TS003_2o,T1115TS003_3o,T1115TS003_4o,T1115TS003_5o,T1115TS035_1o,T1115TS035_2o,T1115TS035_3o,T1115TS035_4o,T1115TS035_5o,T1115TS054_1o,T1115TS054_2o,T1115TS054_3o,T1115TS054_4o,T1115TS054_5o,T1115TS071_1o,T1115TS071_2o,T1115TS071_3o,T1115TS071_4o,T1115TS071_5o,T1115TS086_1o,T1115TS086_2o,T1115TS086_3o,T1115TS086_4o,T1115TS086_5o,T1115TS091_1o,T1115TS091_2o,T1115TS091_3o,T1115TS091_4o,T1115TS091_5o,T1115TS098_1o,T1115TS098_2o,T1115TS098_3o,T1115TS098_4o,T1115TS098_5o,T1115TS119_1o,T1115TS119_2o,T1115TS119_3o,T1115TS119_4o,T1115TS119_5o,T1115TS125_1o,T1115TS125_2o,T1115TS125_3o,T1115TS125_4o,T1115TS125_5o,T1115TS131_1o,T1115TS131_2o,T1115TS131_3o,T1115TS131_4o,T1115TS131_5o,T1115TS147_1o,T1115TS147_2o,T1115TS147_3o,T1115TS147_4o,T1115TS147_5o,T1115TS150_1o,T1115TS150_2o,T1115TS150_3o,T1115TS150_4o,T1115TS150_5o,T1115TS158_1o,T1115TS158_2o,T1115TS158_3o,T1115TS158_4o,T1115TS158_5o,T1115TS165_1o,T1115TS165_2o,T1115TS165_3o,T1115TS165_4o,T1115TS165_5o,T1115TS169_1o,T1115TS169_2o,T1115TS169_3o,T1115TS169_4o,T1115TS169_5o,T1115TS180_1o,T1115TS180_2o,T1115TS180_3o,T1115TS180_4o,T1115TS180_5o,T1115TS185_1o,T1115TS185_2o,T1115TS185_3o,T1115TS185_4o,T1115TS185_5o,T1115TS187_1o,T1115TS187_2o,T1115TS187_3o,T1115TS187_4o,T1115TS187_5o,T1115TS188_1o,T1115TS188_2o,T1115TS188_3o,T1115TS188_4o,T1115TS188_5o,T1115TS234_1o,T1115TS239_1o,T1115TS239_2o,T1115TS239_3o,T1115TS239_4o,T1115TS239_5o,T1115TS248_1o,T1115TS248_2o,T1115TS248_3o,T1115TS248_4o,T1115TS248_5o,T1115TS278_1o,T1115TS278_2o,T1115TS278_3o,T1115TS278_4o,T1115TS278_5o,T1115TS288_1o,T1115TS288_2o,T1115TS288_3o,T1115TS288_4o,T1115TS288_5o,T1115TS298_1o,T1115TS298_2o,T1115TS298_3o,T1115TS298_4o,T1115TS298_5o,T1115TS320_1o,T1115TS320_2o,T1115TS320_3o,T1115TS320_4o,T1115TS348_1o,T1115TS348_2o,T1115TS348_3o,T1115TS348_4o,T1115TS348_5o,T1115TS352_1o,T1115TS352_2o,T1115TS352_3o,T1115TS352_4o,T1115TS352_5o,T1115TS360_1o,T1115TS360_2o,T1115TS360_3o,T1115TS360_4o,T1115TS360_5o,T1115TS367_1o,T1115TS367_2o,T1115TS367_3o,T1115TS367_4o,T1115TS367_5o,T1115TS374_1o,T1115TS374_2o,T1115TS374_3o,T1115TS374_4o,T1115TS374_5o,T1115TS385_1o,T1115TS390_1o,T1115TS390_2o,T1115TS390_3o,T1115TS390_4o,T1115TS390_5o,T1115TS397_1o,T1115TS397_2o,T1115TS397_3o,T1115TS397_4o,T1115TS397_5o,T1115TS399_1o,T1115TS399_2o,T1115TS399_3o,T1115TS399_4o,T1115TS399_5o,T1115TS423_1o,T1115TS423_2o,T1115TS423_3o,T1115TS423_4o,T1115TS423_5o,T1115TS439_1o,T1115TS439_2o,T1115TS439_3o,T1115TS439_4o,T1115TS439_5o,T1115TS461_1o,T1115TS462_1o,T1115TS462_2o,T1115TS462_3o,T1115TS462_4o,T1115TS462_5o,T1115TS494_1o,T1115TS494_2o,T1115TS494_3o,T1115TS494_4o,T1115TS494_5o
138,0.56723,0.66964,0.61255,0.48972,0.54473,0.3155,0.37163,0.33218,0.34067,0.51655,0.16384,0.45567,0.32719,0.23967,0.26366,0.22073,0.20075,0.18026,0.18821,0.17648,0.61614,0.62505,0.64718,0.61351,0.61825,0.65436,0.39811,0.63693,0.67524,0.63971,0.55641,0.55641,0.19614,0.19614,0.5673,0.34446,0.32639,0.24364,0.32697,0.21846,0.16384,0.45567,0.32719,0.23967,0.26366,0.63324,0.41819,0.41148,0.37121,0.47519,0.81827,0.36496,0.52153,0.74212,0.88359,0.63721,0.69746,0.48901,0.69524,0.67311,0.61351,0.61825,0.59145,0.61614,0.62505,0.43775,0.39813,0.42217,0.43775,0.54866,0.55641,0.19614,0.55641,0.19614,0.19614,0.58802,0.48635,0.70068,0.57198,0.48082,0.46752,0.47768,0.4522,0.45684,0.47811,0.33645,0.3877,0.43125,0.37733,0.45026,0.53149,0.53149,0.53149,0.53142,0.5673,0.28388,0.57794,0.33105,0.36243,0.44613,0.30816,0.33189,0.3155,0.37163,0.33218,0.52484,0.30834,0.29535,0.11507,0.38293,0.25844,0.40356,0.33809,0.33082,0.33545,0.32558,0.5673,0.53142,0.63978,0.58626,0.66598,0.87975,0.7286,0.36496,0.87937,0.73332,0.73612,0.73678,0.71236,0.74301,0.71814,0.70945,0.7041,0.69975,0.72639,0.87937,0.87975,0.53695,1.0,0.7046,0.59834,0.68813,0.61368,0.52542,0.52677,0.56289,0.56259,0.52881,0.5191,0.55564,0.18528,0.61949,0.51279,0.55407,0.52413,0.56678,0.39466,0.40743,0.44756,0.38466,0.42313,0.16384,0.45567,0.32719,0.23967,0.26366,0.46053,0.58502,0.39663,0.48751,0.4577,0.36243,0.31093,0.33105,0.57263,0.44613,0.59354,0.21574,0.21429,0.21722,0.21645,0.20956,0.4603,0.45871,0.3953,0.37637,0.38276
139,0.53302,0.57758,0.53634,0.45611,0.48688,0.30107,0.38853,0.34374,0.31883,0.5802,0.15879,0.42406,0.28669,0.22593,0.24386,0.22058,0.20671,0.18596,0.19368,0.1652,0.53532,0.55311,0.55763,0.5403,0.53653,0.59432,0.37906,0.62212,0.61128,0.58707,0.53302,0.53302,0.20365,0.20365,0.54012,0.311,0.29136,0.23194,0.32018,0.21735,0.15879,0.42406,0.28669,0.22593,0.24386,0.54505,0.40508,0.39749,0.36858,0.48714,0.78654,0.36669,0.48435,0.70072,0.78003,0.58995,0.61782,0.46969,0.66583,0.60814,0.5403,0.53653,0.5334,0.53532,0.55311,0.40369,0.3788,0.40476,0.40369,0.41529,0.53302,0.20365,0.53302,0.20365,0.20365,0.52257,0.47509,0.62902,0.50921,0.449,0.43617,0.44332,0.42235,0.4344,0.44752,0.31552,0.36502,0.41889,0.35813,0.45279,0.55254,0.55254,0.55254,0.55318,0.54012,0.24787,0.51513,0.31667,0.34869,0.3885,0.313,0.31599,0.30107,0.38853,0.34374,0.4828,0.31165,0.2963,0.1078,0.43528,0.26461,0.38794,0.32225,0.31966,0.31958,0.31181,0.54012,0.55318,0.57466,0.53026,0.59971,0.80803,0.67353,0.36669,0.71251,0.69572,0.6692,0.68883,0.68298,0.71098,0.62868,0.62879,0.62197,0.67025,0.67382,0.6832,0.67809,0.51593,0.7046,1.0,0.53121,0.60026,0.53812,0.44848,0.5095,0.53871,0.53993,0.51362,0.54409,0.522,0.18612,0.52714,0.4872,0.5102,0.49102,0.51439,0.43515,0.38475,0.40489,0.42466,0.37836,0.15879,0.42406,0.28669,0.22593,0.24386,0.42545,0.49673,0.38213,0.45496,0.42003,0.34869,0.29397,0.31667,0.52238,0.3885,0.52156,0.20956,0.20905,0.20522,0.20927,0.20541,0.43271,0.41733,0.41441,0.40444,0.3551
140,0.95688,0.80151,0.90802,0.64107,0.69942,0.24204,0.30696,0.27362,0.27203,0.36456,0.12313,0.25538,0.18496,0.1444,0.17138,0.10984,0.10742,0.10309,0.09701,0.10081,0.91279,0.91004,0.91239,0.95078,0.95389,0.3227,0.28734,0.32882,0.3245,0.3284,0.35531,0.35531,0.14249,0.14249,0.34787,0.22721,0.24583,0.1481,0.25171,0.14234,0.12313,0.25538,0.18496,0.1444,0.17138,0.38961,0.2692,0.228,0.21346,0.29415,0.36781,0.18087,0.85425,0.38282,0.3541,0.31791,0.30153,0.29508,0.34055,0.34953,0.95078,0.95389,0.94236,0.91279,0.91004,0.31954,0.31229,0.32164,0.31954,0.36566,0.35531,0.14249,0.35531,0.14249,0.14249,0.42829,0.23267,0.35345,0.25591,0.19134,0.36785,0.37211,0.3686,0.38001,0.36932,0.19845,0.22323,0.22912,0.22118,0.21964,0.31568,0.31568,0.31568,0.31708,0.34787,0.16825,0.30634,0.19504,0.20892,0.25851,0.16553,0.27319,0.24204,0.30696,0.27362,0.27335,0.17047,0.17,0.09623,0.34468,0.14949,0.21225,0.18327,0.17618,0.1782,0.17633,0.34787,0.31708,0.30732,0.31291,0.30555,0.35175,0.32292,0.17299,0.34479,0.36482,0.33855,0.36918,0.37414,0.33949,0.29941,0.29055,0.29155,0.32847,0.32338,0.27743,0.25641,0.24734,0.31946,0.28402,1.0,0.77383,0.91082,0.63115,0.69602,0.38105,0.37822,0.37441,0.38771,0.39113,0.04976,0.46131,0.43828,0.44703,0.43585,0.44694,0.32213,0.31749,0.30948,0.33589,0.30932,0.12313,0.25538,0.18496,0.1444,0.17138,0.52568,0.60118,0.41213,0.58952,0.54518,0.20892,0.1849,0.19504,0.29541,0.25851,0.84862,0.11105,0.10847,0.11042,0.10903,0.1048,0.34031,0.33723,0.34321,0.30437,0.3591
141,0.75139,0.91062,0.75745,0.46724,0.54319,0.21973,0.25777,0.24385,0.23553,0.36615,0.12044,0.28058,0.13834,0.14453,0.15985,0.1097,0.11206,0.10154,0.0978,0.06825,0.76214,0.77451,0.77482,0.75689,0.76968,0.3663,0.25035,0.33811,0.36727,0.35454,0.33414,0.33414,0.11109,0.11109,0.33502,0.25637,0.21964,0.14455,0.22261,0.13966,0.12044,0.28058,0.13834,0.14453,0.15985,0.37274,0.25344,0.22183,0.19459,0.28113,0.39701,0.17641,0.63792,0.40736,0.37864,0.32305,0.33427,0.26208,0.37998,0.37706,0.75689,0.76968,0.74892,0.76214,0.77451,0.29613,0.29668,0.26486,0.29613,0.33134,0.33414,0.11109,0.33414,0.11109,0.11109,0.41651,0.24572,0.35156,0.26812,0.20012,0.3384,0.3367,0.33489,0.34261,0.33316,0.19631,0.22131,0.22799,0.22025,0.21971,0.32003,0.32003,0.32003,0.3208,0.33502,0.19875,0.31399,0.19586,0.2118,0.26504,0.15333,0.23778,0.21973,0.25777,0.24385,0.27787,0.17076,0.16986,0.06455,0.29784,0.14884,0.21815,0.1777,0.17323,0.17082,0.17139,0.33553,0.32053,0.3184,0.30672,0.32866,0.3846,0.35255,0.18999,0.35084,0.38812,0.38002,0.39519,0.40536,0.38189,0.33905,0.33901,0.33568,0.36616,0.36535,0.32665,0.29738,0.25143,0.36254,0.31376,0.77383,1.0,0.76081,0.46812,0.54367,0.37398,0.37831,0.36984,0.38866,0.38783,0.04794,0.44081,0.39742,0.41806,0.40125,0.42628,0.28252,0.28743,0.28017,0.30288,0.29419,0.12044,0.28058,0.13834,0.14453,0.15985,0.42159,0.49858,0.35454,0.44567,0.47876,0.2118,0.18553,0.19586,0.30312,0.26504,0.73152,0.11154,0.11153,0.11154,0.11245,0.10683,0.30268,0.29674,0.29094,0.27842,0.32408
142,0.91528,0.78217,0.94394,0.63596,0.69513,0.22862,0.27615,0.12117,0.26207,0.35296,0.12517,0.25755,0.19005,0.14228,0.17168,0.11177,0.10789,0.10647,0.09587,0.09566,0.94248,0.94452,0.95425,0.90144,0.91394,0.3173,0.26389,0.34027,0.32833,0.32188,0.34981,0.34981,0.09501,0.09501,0.34482,0.22794,0.23711,0.15541,0.23942,0.14336,0.12517,0.25755,0.19005,0.14228,0.17168,0.3739,0.25671,0.22553,0.22248,0.28805,0.35662,0.19014,0.85099,0.38088,0.34614,0.31263,0.29725,0.29396,0.35377,0.35181,0.90144,0.91394,0.90644,0.94248,0.94452,0.31426,0.31373,0.31076,0.31426,0.36415,0.34981,0.09501,0.34981,0.09501,0.09501,0.40697,0.25566,0.36723,0.2455,0.20578,0.36044,0.35836,0.35972,0.37458,0.36037,0.19183,0.22968,0.22491,0.21748,0.22193,0.3135,0.3135,0.3135,0.31463,0.34482,0.21376,0.30709,0.19532,0.21038,0.25497,0.15549,0.2645,0.22862,0.27615,0.12117,0.27509,0.16855,0.17193,0.07505,0.33661,0.14089,0.20681,0.17307,0.17035,0.18776,0.18173,0.34482,0.31484,0.3045,0.3103,0.31141,0.35567,0.33404,0.18085,0.33836,0.35596,0.35592,0.35476,0.36412,0.34239,0.29188,0.29008,0.28598,0.34189,0.32902,0.29658,0.30086,0.23052,0.32653,0.28514,0.91082,0.76081,1.0,0.63121,0.681,0.37197,0.37855,0.37122,0.37889,0.39263,0.04815,0.46601,0.41417,0.43004,0.42642,0.43537,0.31453,0.3079,0.30438,0.32341,0.29785,0.12517,0.25755,0.19005,0.14228,0.17168,0.51908,0.59591,0.39173,0.58385,0.53698,0.21038,0.18582,0.19532,0.29687,0.25497,0.81213,0.11341,0.11355,0.1017,0.11432,0.10656,0.33201,0.3303,0.3342,0.30218,0.3498
143,0.64544,0.49026,0.63109,0.95795,0.87348,0.20161,0.23475,0.22176,0.22208,0.2851,0.10703,0.22057,0.16389,0.13285,0.16514,0.10604,0.10551,0.10457,0.09999,0.09891,0.63954,0.62033,0.62925,0.65097,0.6422,0.25258,0.22936,0.25097,0.25732,0.2629,0.28905,0.28905,0.11114,0.11114,0.28128,0.18556,0.19891,0.14427,0.19909,0.13778,0.10703,0.22057,0.16389,0.13285,0.16514,0.33619,0.2427,0.20954,0.19667,0.26567,0.27449,0.16175,0.68277,0.29635,0.27078,0.252,0.22428,0.24885,0.27345,0.27972,0.65097,0.6422,0.64247,0.63954,0.62033,0.26446,0.26304,0.26204,0.26446,0.31339,0.28905,0.11114,0.28905,0.11114,0.11114,0.41007,0.27927,0.30802,0.21688,0.16205,0.30428,0.3035,0.30516,0.30657,0.30005,0.19216,0.22476,0.21359,0.21282,0.20724,0.24644,0.24644,0.24644,0.24981,0.28128,0.19101,0.25694,0.18394,0.20192,0.19291,0.1411,0.23047,0.20161,0.23475,0.22176,0.22674,0.16854,0.1666,0.10214,0.28186,0.1457,0.19902,0.16708,0.16362,0.1663,0.16129,0.28421,0.24899,0.23443,0.24467,0.23821,0.25714,0.23927,0.15549,0.28708,0.28382,0.28659,0.28645,0.29132,0.27223,0.22489,0.21992,0.21446,0.25888,0.25697,0.25542,0.25846,0.21165,0.28515,0.23243,0.63107,0.46812,0.63121,1.0,0.83925,0.32369,0.32349,0.32202,0.32856,0.32481,0.08504,0.42965,0.46843,0.45274,0.45971,0.4442,0.27101,0.2712,0.26536,0.27802,0.24989,0.10703,0.22057,0.16389,0.13285,0.16514,0.57074,0.42245,0.40404,0.53702,0.42006,0.20192,0.18237,0.18394,0.24519,0.19291,0.57738,0.10838,0.10847,0.11024,0.10886,0.10763,0.2786,0.2779,0.28232,0.25537,0.29403
144,0.70478,0.56432,0.6769,0.88095,0.9542,0.22025,0.27466,0.2257,0.24164,0.30205,0.1117,0.24097,0.1748,0.13747,0.15101,0.10984,0.1076,0.10373,0.09937,0.09648,0.70521,0.68276,0.69306,0.71496,0.71018,0.26653,0.22832,0.25991,0.29305,0.27699,0.29539,0.29539,0.1409,0.1409,0.29146,0.19922,0.21495,0.14377,0.2281,0.13665,0.1117,0.24097,0.1748,0.13747,0.15101,0.34036,0.24802,0.21771,0.20191,0.25919,0.30421,0.16867,0.74547,0.32065,0.28296,0.2646,0.24838,0.26506,0.29265,0.30306,0.71496,0.71018,0.70945,0.70521,0.68276,0.2789,0.27732,0.2769,0.2789,0.3323,0.29539,0.1409,0.29539,0.1409,0.1409,0.43796,0.28031,0.32473,0.23345,0.17283,0.31685,0.31726,0.31841,0.31895,0.31424,0.19895,0.22619,0.2218,0.21403,0.21768,0.26842,0.26842,0.26842,0.26695,0.29146,0.18301,0.27014,0.18951,0.2002,0.18819,0.15217,0.24592,0.22025,0.27466,0.2257,0.2486,0.16976,0.1668,0.08699,0.29184,0.14633,0.20456,0.17145,0.16485,0.17225,0.16439,0.29927,0.26695,0.25531,0.26631,0.25495,0.28103,0.28889,0.16125,0.30362,0.30144,0.30038,0.30521,0.31298,0.28649,0.24644,0.24416,0.24183,0.28197,0.27488,0.26,0.25892,0.22811,0.28356,0.2717,0.69602,0.54418,0.681,0.83925,1.0,0.34543,0.34255,0.34613,0.31927,0.35664,0.09478,0.43882,0.47024,0.4737,0.46169,0.46303,0.28839,0.28898,0.28089,0.29569,0.26392,0.1117,0.24097,0.1748,0.13747,0.15101,0.58782,0.45265,0.41152,0.56439,0.46133,0.2002,0.18286,0.18951,0.25643,0.18819,0.62336,0.1093,0.10963,0.11059,0.11077,0.1089,0.29506,0.29529,0.30689,0.2782,0.30988
145,0.38038,0.37926,0.38574,0.32206,0.34271,0.11313,0.17941,0.15768,0.16027,0.53337,0.15761,0.41896,0.24673,0.18767,0.16306,0.09733,0.10127,0.10168,0.09559,0.0966,0.39692,0.388,0.39575,0.37904,0.37624,0.49394,0.15006,0.50726,0.51295,0.48668,0.60235,0.60235,0.11754,0.11754,0.59619,0.23576,0.40124,0.19344,0.40617,0.19566,0.15761,0.41896,0.24673,0.18767,0.16306,0.37865,0.27506,0.23464,0.24312,0.30675,0.54301,0.18657,0.37436,0.50986,0.49575,0.42149,0.45764,0.32245,0.64249,0.61833,0.37904,0.37624,0.37583,0.39692,0.388,0.56018,0.58311,0.5608,0.56018,0.77175,0.60235,0.11754,0.60235,0.11754,0.11754,0.27905,0.18944,0.301,0.2376,0.23115,0.7164,0.70876,0.73248,0.74528,0.70284,0.16098,0.19269,0.19121,0.18873,0.18654,0.51293,0.51293,0.51293,0.51094,0.59619,0.17678,0.25188,0.16534,0.18304,0.46162,0.17551,0.15809,0.11313,0.17941,0.15768,0.29409,0.14226,0.15118,0.0515,0.59927,0.11611,0.18827,0.15563,0.1541,0.15667,0.15477,0.59621,0.51085,0.4748,0.51723,0.53226,0.46168,0.40785,0.17753,0.40876,0.61786,0.59845,0.61978,0.64022,0.60152,0.46297,0.46051,0.45471,0.59791,0.57321,0.30507,0.29769,0.24067,0.30288,0.28851,0.38665,0.37809,0.38048,0.32368,0.34395,1.0,0.99441,0.96177,0.9521,0.94068,0.07808,0.31757,0.28687,0.29745,0.29776,0.29399,0.51778,0.50653,0.49234,0.56851,0.55397,0.15761,0.41896,0.24673,0.18767,0.16306,0.36518,0.42197,0.34094,0.40189,0.39289,0.18304,0.15941,0.16534,0.24944,0.46162,0.36458,0.09824,0.0983,0.09942,0.0984,0.09402,0.59132,0.57818,0.58973,0.45945,0.68011
146,0.39527,0.37886,0.38329,0.32473,0.34179,0.11359,0.47455,0.15646,0.42132,0.53824,0.15623,0.42674,0.24651,0.19032,0.15972,0.09748,0.10149,0.10274,0.09526,0.09783,0.39864,0.38542,0.38148,0.37485,0.37258,0.49652,0.38204,0.4978,0.49564,0.49655,0.60235,0.60235,0.11632,0.11632,0.59626,0.2746,0.16628,0.19198,0.40588,0.19515,0.15623,0.42674,0.24651,0.19032,0.15972,0.37781,0.26273,0.24091,0.24455,0.29868,0.5443,0.18685,0.37346,0.50683,0.50514,0.41892,0.45931,0.31732,0.63777,0.61391,0.37485,0.37258,0.37194,0.39864,0.38542,0.5622,0.57918,0.55926,0.5622,0.76953,0.60235,0.11632,0.60235,0.11632,0.11632,0.2778,0.19263,0.30077,0.23577,0.23104,0.70911,0.70465,0.72615,0.73914,0.69792,0.16315,0.19222,0.19186,0.18953,0.18595,0.51546,0.51546,0.51546,0.51342,0.59626,0.15844,0.25272,0.16635,0.18302,0.46174,0.17679,0.15732,0.11359,0.47455,0.15646,0.29632,0.14311,0.15177,0.07263,0.59061,0.12784,0.18942,0.15476,0.15442,0.15868,0.15464,0.59625,0.51344,0.47605,0.51967,0.53404,0.46203,0.40839,0.17834,0.40064,0.62452,0.60935,0.62764,0.63924,0.60481,0.4642,0.46009,0.45587,0.59165,0.56935,0.30535,0.29779,0.24116,0.30243,0.28912,0.3782,0.38225,0.37836,0.32623,0.34384,0.99441,1.0,0.96769,0.94655,0.93616,0.08288,0.31787,0.28858,0.2954,0.29705,0.2957,0.51262,0.49927,0.48419,0.56302,0.54645,0.15623,0.42674,0.24651,0.19032,0.15972,0.3515,0.4293,0.3454,0.40172,0.4019,0.18302,0.16083,0.16635,0.24912,0.46174,0.36551,0.09887,0.09972,0.09984,0.09867,0.09809,0.58622,0.57231,0.58392,0.44943,0.67303
147,0.39378,0.37275,0.39762,0.32875,0.34078,0.11554,0.17161,0.16356,0.16237,0.55797,0.14992,0.43521,0.24537,0.19479,0.17245,0.10041,0.10045,0.0986,0.09983,0.09601,0.38477,0.38315,0.39003,0.38208,0.37709,0.52447,0.40725,0.52088,0.52585,0.5203,0.61134,0.61134,0.12111,0.12111,0.60418,0.23561,0.40919,0.19228,0.41126,0.19527,0.14992,0.43521,0.24537,0.19479,0.17245,0.39131,0.28901,0.25901,0.25487,0.31599,0.5544,0.18909,0.3753,0.51438,0.50362,0.4297,0.46475,0.33378,0.65134,0.62678,0.38208,0.37709,0.3804,0.38477,0.38315,0.55973,0.57728,0.56997,0.55973,0.7796,0.61134,0.12111,0.61134,0.12111,0.12111,0.28246,0.19617,0.30699,0.23861,0.22724,0.69372,0.69557,0.70465,0.73266,0.69106,0.17221,0.20226,0.20174,0.19733,0.18566,0.52193,0.52193,0.52193,0.5204,0.60418,0.18082,0.26521,0.17277,0.19237,0.46188,0.18313,0.16176,0.11554,0.17161,0.16356,0.31003,0.15195,0.15556,0.06987,0.56936,0.13561,0.20074,0.17345,0.155,0.15862,0.15707,0.60414,0.52061,0.48313,0.52442,0.54004,0.46321,0.42294,0.17048,0.41408,0.62832,0.6024,0.64197,0.66505,0.61282,0.46933,0.46463,0.4591,0.60098,0.57795,0.30615,0.29791,0.24014,0.28457,0.27272,0.37216,0.37236,0.37097,0.322,0.34802,0.96177,0.96769,1.0,0.91425,0.90542,0.08709,0.32893,0.29324,0.30122,0.29267,0.30326,0.49528,0.48388,0.47157,0.54558,0.52759,0.14992,0.43521,0.24537,0.19479,0.17245,0.35931,0.43949,0.34979,0.38826,0.42183,0.19237,0.16711,0.17277,0.26584,0.46188,0.36911,0.10432,0.10421,0.10434,0.10323,0.09973,0.57725,0.55892,0.56996,0.44838,0.65915
148,0.38019,0.37841,0.38209,0.33249,0.34507,0.13113,0.47921,0.17385,0.43553,0.52566,0.15147,0.41671,0.24586,0.18911,0.14971,0.09538,0.09707,0.09665,0.092,0.09644,0.38228,0.3894,0.37741,0.38494,0.38479,0.49629,0.38501,0.49746,0.50335,0.49686,0.60951,0.60951,0.11456,0.11456,0.60424,0.23751,0.40808,0.19594,0.4112,0.19829,0.15147,0.41671,0.24586,0.18911,0.14971,0.36973,0.29039,0.25959,0.2501,0.29634,0.53949,0.18413,0.35819,0.49004,0.49861,0.41759,0.44526,0.32042,0.6317,0.6148,0.38494,0.38479,0.38392,0.38228,0.3894,0.5646,0.58697,0.56252,0.5646,0.776,0.60951,0.11456,0.60951,0.11456,0.11456,0.28106,0.20436,0.2872,0.23605,0.21846,0.71843,0.71159,0.73357,0.74818,0.70532,0.15733,0.18869,0.18959,0.18308,0.17818,0.51256,0.51256,0.51256,0.51062,0.60424,0.1733,0.2529,0.16115,0.17762,0.46652,0.17424,0.43326,0.13113,0.47921,0.17385,0.30282,0.14033,0.14706,0.0606,0.61292,0.12667,0.1897,0.15201,0.15211,0.15571,0.15146,0.60424,0.51062,0.46887,0.51764,0.52704,0.44506,0.4095,0.17764,0.40223,0.62121,0.61405,0.62402,0.62831,0.58994,0.45092,0.44831,0.44309,0.58656,0.56081,0.2791,0.27615,0.24596,0.28199,0.29088,0.38709,0.38637,0.37832,0.33034,0.32242,0.9521,0.94655,0.91425,1.0,0.94809,0.08039,0.33069,0.2965,0.30276,0.29399,0.30586,0.52574,0.51627,0.50036,0.57588,0.55031,0.15147,0.41671,0.24586,0.18911,0.14971,0.35706,0.44747,0.35606,0.41503,0.3833,0.17762,0.15808,0.16115,0.25884,0.46652,0.3621,0.10015,0.10022,0.09961,0.09915,0.09654,0.59238,0.57901,0.5947,0.47142,0.6862
149,0.39691,0.36767,0.37615,0.33578,0.33218,0.11186,0.44778,0.14545,0.40067,0.54641,0.1536,0.40793,0.23127,0.18315,0.16717,0.09616,0.09971,0.09829,0.09287,0.09228,0.39268,0.3774,0.39421,0.38332,0.38811,0.5031,0.36639,0.46926,0.51096,0.50219,0.58434,0.58434,0.1255,0.1255,0.58696,0.22476,0.13903,0.18162,0.38811,0.17956,0.1536,0.40793,0.23127,0.18315,0.16717,0.36335,0.2703,0.24114,0.23351,0.30065,0.54673,0.18774,0.35433,0.49288,0.48323,0.4003,0.44878,0.30151,0.64284,0.59802,0.38332,0.38811,0.38167,0.39268,0.3774,0.53549,0.55864,0.53415,0.53549,0.75781,0.58434,0.1255,0.58434,0.1255,0.1255,0.28193,0.19659,0.29212,0.22864,0.20497,0.68626,0.67795,0.70345,0.71802,0.6736,0.15927,0.19005,0.18845,0.18478,0.18204,0.48837,0.48837,0.48837,0.48511,0.58696,0.16993,0.23596,0.16219,0.17769,0.47035,0.1611,0.14912,0.11186,0.44778,0.14545,0.28354,0.14659,0.15023,0.06518,0.57072,0.12397,0.18715,0.14085,0.14028,0.14989,0.14742,0.58696,0.48511,0.45007,0.49757,0.52753,0.45839,0.40401,0.17057,0.41203,0.6191,0.62529,0.62393,0.64229,0.60909,0.45222,0.45772,0.45186,0.59667,0.57058,0.29513,0.29407,0.22258,0.29902,0.28214,0.38366,0.37774,0.39048,0.32757,0.3558,0.94068,0.93616,0.90542,0.94809,1.0,0.08212,0.33172,0.29695,0.3017,0.30411,0.30882,0.4914,0.48442,0.47437,0.54715,0.54315,0.1536,0.40793,0.23127,0.18315,0.16717,0.3819,0.46069,0.36818,0.4273,0.37272,0.17769,0.15883,0.16219,0.22867,0.47035,0.34686,0.10067,0.10147,0.10269,0.10119,0.10223,0.5566,0.54299,0.55452,0.41897,0.6502
