,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_img_0,default_img_1,default_img_2,default_img_3,default_img_4,default_img_5,default_img_6,default_img_7,default_img_8,default_img_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_2,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,img_multimer_0,img_multimer_1,img_multimer_2,img_multimer_3,img_multimer_4,img_multimer_5,img_multimer_6,img_multimer_7,img_multimer_8,img_multimer_9,iter_1_old_0,iter_1_old_1,iter_1_old_2,iter_1_old_3,iter_1_old_4,iter_1_old_5,iter_1_old_6,iter_1_old_7,iter_1_old_8,iter_1_old_9,iter_2_old_0,iter_2_old_1,iter_2_old_2,iter_2_old_3,iter_2_old_4,iter_2_old_5,iter_2_old_6,iter_2_old_7,iter_2_old_8,iter_2_old_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,pdb_iter_uniref_a3m_0,pdb_iter_uniref_a3m_1,pdb_iter_uniref_a3m_2,pdb_iter_uniref_a3m_3,pdb_iter_uniref_a3m_4,pdb_iter_uniref_a3m_5,pdb_iter_uniref_a3m_6,pdb_iter_uniref_a3m_7,pdb_iter_uniref_a3m_8,pdb_iter_uniref_a3m_9,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_comp_0,spec_comp_1,spec_comp_2,spec_comp_3,spec_comp_4,spec_comp_5,spec_comp_6,spec_comp_7,spec_comp_8,spec_comp_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_pdb70_0,spec_pdb70_1,spec_pdb70_2,spec_pdb70_3,spec_pdb70_4,spec_pdb70_5,spec_pdb70_6,spec_pdb70_7,spec_pdb70_8,spec_pdb70_9,spec_pdb_0,spec_pdb_1,spec_pdb_2,spec_pdb_3,spec_pdb_4,spec_pdb_5,spec_pdb_6,spec_pdb_7,spec_pdb_8,spec_pdb_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
198,0.5422,0.5451,0.55039,0.54507,0.54741,0.58742,0.58642,0.58659,0.58558,0.57626,0.576,0.57172,0.57021,0.5699,0.57449,0.55531,0.55313,0.55823,0.55785,0.54851,0.54395,0.55531,0.55424,0.54927,0.54768,0.54801,0.55038,0.55824,0.5568,0.5472,0.54291,0.55275,0.55426,0.55489,0.55454,0.55143,0.5519,0.5559,0.55542,0.54843,0.54838,0.55459,0.55282,0.55627,0.55824,0.55096,0.55038,0.55782,0.55647,0.55006,0.54674,0.5604,0.55592,0.55384,0.55531,0.54783,0.54911,0.55794,0.55467,0.54758,0.54842,0.55715,0.5471,0.55866,0.54318,0.55258,0.54932,0.55828,0.55724,0.55295,0.54568,0.55091,0.55395,0.55343,0.55318,0.55149,0.55048,0.55942,0.55754,0.54685,0.53944,0.55221,0.54873,0.56039,0.5291,0.55105,0.5499,0.5597,0.55475,0.54622,0.54511,0.55035,0.55415,0.55255,0.55671,0.54891,0.5567,0.54862,0.54457,0.55072,0.54881,0.52637,0.54228,0.54061,0.47199,0.49686,0.47983,0.48512,0.52294,0.48085,0.50201,0.96914,0.9672,0.9634,0.95584,0.5321,0.54018,0.51048,0.51557,0.97411,0.97205,0.44405,0.46085,0.90303,0.90156,0.55632,0.56106,0.5486,0.55914,0.55479,0.5265,0.57778,0.96896,0.49883,0.51232,0.52482,0.85316,0.85207,0.85075,0.94502,0.59215,0.59137,0.59051,0.59046,0.57981,0.57786,0.55592,0.56799,0.55434,0.55511,0.98015,0.97828,0.98496,0.97907,0.98197,0.99136,0.99807,0.99877,0.988,0.97045,0.56517,0.56614,0.57117,0.57562,0.56766,0.57308,0.56846,0.57258,0.56067,0.56208,0.97746,0.98299,0.98184,0.9811,0.98709,0.98012,0.97662,0.99984,0.99986,0.96953,0.56465,0.56341,0.57224,0.57004,0.57225,0.57005,0.56546,0.57079,0.56196,0.55877,0.95704,0.96067,0.97945,0.97438,0.98248,0.99833,0.98851,0.97396,1.0,0.98525,0.98124,0.97956,0.97807,0.98631,0.98351,0.9896,0.9978,0.99855,0.97133,0.97079,0.95991,0.95633,0.97154,0.98363,0.97432,0.98651,0.98946,0.99938,0.99941,0.98778,0.96686,0.97297,0.97448,0.97815,0.97762,0.98076,0.9843,0.99736,0.96786,0.80972
199,0.56614,0.57014,0.57013,0.5675,0.56837,0.60652,0.60548,0.60555,0.60449,0.5947,0.59434,0.59039,0.58882,0.58939,0.59417,0.57317,0.57092,0.57682,0.57575,0.56845,0.56317,0.57293,0.57223,0.5692,0.56755,0.56648,0.56835,0.57621,0.57547,0.5673,0.56299,0.57155,0.57267,0.57271,0.57312,0.57114,0.57136,0.57431,0.57384,0.56857,0.56831,0.57304,0.57357,0.57443,0.57752,0.56947,0.56887,0.57612,0.575,0.57016,0.56855,0.5786,0.57406,0.57303,0.5749,0.56812,0.56736,0.57583,0.57511,0.56784,0.56878,0.57494,0.56705,0.5767,0.56385,0.57062,0.56872,0.57663,0.5758,0.5719,0.56613,0.57108,0.57284,0.57294,0.57256,0.57272,0.57071,0.57825,0.57579,0.56737,0.56065,0.57199,0.56964,0.57982,0.55086,0.5708,0.57104,0.57779,0.57466,0.56563,0.56786,0.56971,0.57488,0.57319,0.57633,0.57129,0.57659,0.56863,0.56449,0.57062,0.56996,0.54735,0.56298,0.56154,0.4956,0.5311,0.49199,0.5068,0.54076,0.49286,0.53006,0.96858,0.96011,0.96365,0.94879,0.55267,0.56466,0.5343,0.53579,0.97357,0.97409,0.45445,0.4768,0.90271,0.90394,0.57358,0.57964,0.56915,0.57672,0.57271,0.55186,0.595,0.94977,0.53326,0.53217,0.54388,0.85167,0.84707,0.84454,0.95803,0.61116,0.61046,0.60941,0.60918,0.59765,0.59562,0.57538,0.58719,0.57311,0.57312,0.95869,0.96152,0.96376,0.96253,0.95979,0.9836,0.98008,0.98056,0.998,0.97967,0.58383,0.58435,0.58462,0.58904,0.58245,0.58652,0.58355,0.58845,0.5788,0.58055,0.9558,0.96755,0.96069,0.96887,0.96759,0.95693,0.97422,0.98413,0.98582,0.98027,0.58268,0.58149,0.58651,0.58436,0.58814,0.58545,0.58273,0.58633,0.58003,0.57697,0.93256,0.94138,0.96227,0.95052,0.96114,0.97988,0.98553,0.97441,0.98525,1.0,0.95755,0.95777,0.95587,0.97328,0.96794,0.97182,0.9796,0.98225,0.979,0.97951,0.93919,0.9369,0.94571,0.96121,0.97198,0.97513,0.99811,0.98238,0.98339,0.99802,0.94257,0.9475,0.95103,0.96272,0.96268,0.95477,0.95685,0.98021,0.97942,0.82774
200,0.49087,0.49426,0.4963,0.49667,0.49411,0.54537,0.54448,0.54453,0.54357,0.53241,0.53115,0.52567,0.52866,0.52449,0.53179,0.49729,0.49581,0.50143,0.50018,0.49576,0.49251,0.49642,0.50166,0.49696,0.49462,0.49517,0.49469,0.50201,0.49975,0.49695,0.49058,0.49679,0.50116,0.49795,0.50241,0.49737,0.49619,0.49916,0.49899,0.49506,0.49454,0.50144,0.49594,0.4997,0.49877,0.50256,0.49535,0.50062,0.49846,0.49765,0.49772,0.50099,0.49846,0.50854,0.50077,0.49306,0.4941,0.50294,0.49858,0.49749,0.49455,0.49717,0.49317,0.50095,0.49456,0.49733,0.49661,0.50109,0.50026,0.49889,0.4947,0.49718,0.49646,0.49645,0.50047,0.50219,0.49375,0.50062,0.49932,0.4932,0.49029,0.49339,0.49444,0.51646,0.48814,0.49605,0.49632,0.50333,0.49829,0.49404,0.49409,0.49709,0.49561,0.49725,0.49963,0.49276,0.49647,0.49574,0.49555,0.49656,0.49663,0.48442,0.49419,0.49158,0.44863,0.46475,0.45582,0.45683,0.47649,0.45294,0.46597,0.95007,0.9552,0.9419,0.96401,0.48604,0.49157,0.46956,0.47347,0.95534,0.94635,0.42765,0.44097,0.92438,0.9208,0.49696,0.50345,0.49365,0.4997,0.49758,0.48503,0.54115,0.98111,0.47233,0.47789,0.48405,0.82574,0.82547,0.82197,0.89873,0.54971,0.54905,0.54818,0.54798,0.53776,0.53321,0.49714,0.52665,0.49959,0.49798,0.99382,0.98501,0.9992,0.98499,0.99488,0.97673,0.98954,0.98777,0.96241,0.94497,0.50573,0.50624,0.52908,0.53156,0.51637,0.52714,0.51658,0.53059,0.5058,0.5049,0.99692,0.9851,0.99423,0.97489,0.99831,0.99477,0.95651,0.9809,0.98001,0.94323,0.50535,0.50644,0.52958,0.51911,0.5311,0.51242,0.50653,0.50892,0.50413,0.50073,0.99137,0.99024,0.98756,0.99394,0.99366,0.98833,0.96829,0.95395,0.98124,0.95755,1.0,0.994,0.99385,0.98509,0.98312,0.99686,0.98975,0.98838,0.9449,0.94442,0.9805,0.98279,0.99393,0.99358,0.94216,0.97638,0.96235,0.98522,0.98519,0.96294,0.99306,0.99786,0.99472,0.96265,0.96217,0.99513,0.99425,0.98391,0.94481,0.79667
201,0.49701,0.49978,0.49421,0.48584,0.49351,0.54092,0.54045,0.54062,0.53785,0.52618,0.52595,0.52052,0.52026,0.5199,0.52544,0.49595,0.49376,0.49733,0.50796,0.49012,0.49171,0.49539,0.50263,0.49266,0.49362,0.49926,0.49285,0.50673,0.49686,0.49192,0.48898,0.49367,0.49549,0.49497,0.49617,0.49359,0.49363,0.49661,0.4959,0.49133,0.49204,0.49575,0.49495,0.4959,0.50732,0.5017,0.50064,0.49731,0.49571,0.49162,0.49261,0.49934,0.4962,0.49633,0.49613,0.49249,0.49095,0.49915,0.49535,0.49173,0.49309,0.49763,0.49317,0.49832,0.49386,0.49474,0.49592,0.49736,0.50595,0.495,0.49243,0.49276,0.4951,0.49483,0.49448,0.4902,0.49187,0.49895,0.50581,0.48888,0.48602,0.4914,0.49252,0.51446,0.48203,0.49228,0.49791,0.49859,0.49628,0.49751,0.49105,0.49243,0.49291,0.49323,0.49779,0.49391,0.49451,0.49269,0.48599,0.49597,0.49497,0.47343,0.49049,0.4879,0.44288,0.46272,0.45417,0.4528,0.48257,0.45235,0.46481,0.94703,0.95071,0.93715,0.9555,0.48351,0.48746,0.47052,0.48028,0.95442,0.94533,0.42579,0.43679,0.90796,0.90481,0.49793,0.51242,0.4908,0.50128,0.49474,0.47954,0.53318,0.97678,0.47057,0.47555,0.47835,0.82073,0.8238,0.82224,0.89279,0.54891,0.5482,0.54761,0.54641,0.53464,0.53074,0.50134,0.51678,0.49373,0.49499,0.99994,0.98921,0.9924,0.98916,0.99968,0.9739,0.98861,0.98632,0.96339,0.94524,0.51277,0.51831,0.52033,0.52315,0.50763,0.52339,0.50859,0.52521,0.49804,0.50926,0.99107,0.98995,0.99973,0.97647,0.99306,0.99967,0.95915,0.97927,0.97857,0.94354,0.5137,0.50042,0.52387,0.52242,0.52324,0.52137,0.51452,0.51771,0.50386,0.4972,0.98521,0.99235,0.99154,0.9989,0.99962,0.98751,0.96236,0.95622,0.97956,0.95777,0.994,1.0,0.9999,0.98888,0.98731,0.99411,0.98907,0.98696,0.94557,0.94466,0.97856,0.98048,0.99777,0.99929,0.94589,0.97916,0.9632,0.98403,0.98343,0.96313,0.98756,0.99184,0.99464,0.96468,0.96358,0.99737,0.99234,0.9802,0.94381,0.78617
202,0.49169,0.49824,0.50018,0.49393,0.49148,0.53834,0.53698,0.53705,0.53617,0.52413,0.52346,0.51933,0.51931,0.51646,0.5215,0.49394,0.50212,0.49662,0.49634,0.49792,0.49057,0.49506,0.49444,0.49622,0.49127,0.48952,0.49861,0.49689,0.49571,0.48945,0.48787,0.49295,0.4948,0.49234,0.49471,0.49178,0.49198,0.49638,0.49523,0.48941,0.48916,0.49471,0.4941,0.49431,0.49339,0.49884,0.4981,0.49521,0.49537,0.49151,0.49179,0.49756,0.49597,0.49425,0.4951,0.49144,0.49078,0.49627,0.49471,0.49789,0.49206,0.49567,0.49367,0.49678,0.49139,0.49348,0.49426,0.49661,0.49545,0.49301,0.49071,0.49162,0.49446,0.4925,0.494,0.49724,0.48988,0.49711,0.49653,0.48782,0.49286,0.49079,0.49138,0.50879,0.4824,0.48922,0.4908,0.49832,0.49568,0.49153,0.49115,0.49157,0.49175,0.49195,0.49753,0.49313,0.49286,0.49483,0.48921,0.49568,0.50174,0.47256,0.48815,0.48943,0.44293,0.46061,0.4506,0.45481,0.47964,0.45388,0.46259,0.94621,0.95038,0.93623,0.95615,0.47959,0.49161,0.46834,0.47188,0.95381,0.94423,0.42523,0.43656,0.90842,0.90508,0.49513,0.4987,0.48984,0.49713,0.49426,0.47966,0.53124,0.97716,0.46867,0.47469,0.47793,0.81997,0.82347,0.82175,0.88979,0.5468,0.54517,0.54459,0.54392,0.52679,0.52556,0.49976,0.51596,0.49368,0.50234,0.99975,0.9882,0.99191,0.98799,0.99959,0.97191,0.98757,0.9852,0.96136,0.94364,0.50072,0.50079,0.50882,0.52337,0.50658,0.51027,0.51122,0.51664,0.4988,0.49776,0.99088,0.98856,0.99941,0.97443,0.99252,0.9997,0.95772,0.9778,0.97704,0.94194,0.50932,0.50231,0.50982,0.50898,0.52231,0.51332,0.50557,0.51671,0.49871,0.49624,0.98603,0.99289,0.99058,0.99928,0.99936,0.98636,0.95995,0.95507,0.97807,0.95587,0.99385,0.9999,1.0,0.98737,0.98576,0.99334,0.98806,0.9859,0.94387,0.94301,0.97864,0.98083,0.99834,0.99897,0.94265,0.97711,0.96114,0.98284,0.98218,0.9612,0.98846,0.99227,0.99503,0.96228,0.96123,0.99763,0.99251,0.97931,0.94245,0.78532
203,0.52769,0.53194,0.53624,0.53241,0.53471,0.57676,0.57567,0.57599,0.57498,0.56539,0.56518,0.56118,0.55807,0.55886,0.56467,0.54086,0.53777,0.54658,0.54622,0.53344,0.52805,0.54085,0.53698,0.53552,0.53567,0.53198,0.53555,0.54566,0.54291,0.53562,0.52647,0.53738,0.53814,0.53953,0.53976,0.53721,0.53614,0.54252,0.5412,0.5335,0.53459,0.54005,0.54225,0.54181,0.54476,0.53452,0.53448,0.54427,0.54219,0.5355,0.53444,0.54734,0.54074,0.53887,0.54214,0.53565,0.53253,0.54573,0.54037,0.53234,0.53355,0.54196,0.53119,0.54396,0.53009,0.53597,0.53365,0.5463,0.54397,0.53886,0.53093,0.53562,0.53807,0.53831,0.53941,0.53616,0.53696,0.54678,0.54457,0.5306,0.52528,0.53825,0.53695,0.54866,0.51788,0.53635,0.53774,0.54713,0.54117,0.53118,0.53034,0.53458,0.54136,0.54259,0.54326,0.53403,0.54112,0.53003,0.528,0.53483,0.53499,0.49763,0.52559,0.52321,0.46669,0.48908,0.47373,0.47864,0.50842,0.4723,0.48893,0.95172,0.9514,0.94488,0.94399,0.51696,0.53136,0.48971,0.50525,0.95485,0.95332,0.43759,0.44851,0.8988,0.89806,0.54084,0.54931,0.53218,0.54395,0.53872,0.51702,0.5636,0.96478,0.49247,0.49645,0.51298,0.84274,0.84605,0.84276,0.92272,0.5812,0.58087,0.57962,0.57935,0.56837,0.56643,0.54003,0.5549,0.53785,0.53856,0.98992,0.99563,0.98727,0.99666,0.98922,0.98755,0.98983,0.98853,0.9793,0.95962,0.55153,0.55333,0.55264,0.55668,0.54665,0.5556,0.54753,0.55668,0.54657,0.54777,0.98271,0.99862,0.99108,0.99509,0.98809,0.98763,0.97089,0.98583,0.98633,0.95829,0.55252,0.54996,0.5535,0.55041,0.55577,0.55138,0.54864,0.55461,0.54824,0.54322,0.96418,0.97833,0.99632,0.98316,0.99068,0.98979,0.98017,0.9654,0.98631,0.97328,0.98509,0.98888,0.98737,1.0,0.9984,0.99179,0.99019,0.989,0.96097,0.95994,0.97055,0.96827,0.97991,0.99066,0.97238,0.99692,0.97855,0.98733,0.98788,0.9781,0.96979,0.97658,0.97766,0.9857,0.98485,0.98335,0.98116,0.98196,0.95612,0.79941
204,0.52531,0.52995,0.53289,0.52885,0.53226,0.57717,0.57603,0.57642,0.57549,0.5642,0.56405,0.55899,0.55632,0.55788,0.56324,0.53834,0.53576,0.54221,0.54193,0.5349,0.52734,0.53816,0.53694,0.53366,0.53209,0.52948,0.53328,0.54227,0.54042,0.53427,0.52528,0.53668,0.53706,0.53831,0.53729,0.53541,0.53685,0.54067,0.53916,0.53559,0.53461,0.53753,0.53861,0.54091,0.54209,0.53303,0.53292,0.54184,0.54057,0.53351,0.53148,0.54402,0.53892,0.53752,0.5398,0.5336,0.53332,0.54233,0.53807,0.53186,0.533,0.54069,0.53073,0.5421,0.53127,0.53637,0.53289,0.54243,0.54101,0.53735,0.52885,0.53537,0.53963,0.53748,0.53766,0.53518,0.53499,0.54333,0.54152,0.53096,0.52397,0.53607,0.53822,0.54972,0.51895,0.53432,0.5341,0.54276,0.53773,0.52945,0.53024,0.53196,0.53991,0.54185,0.54109,0.53688,0.53999,0.53315,0.52772,0.53674,0.5358,0.49864,0.52692,0.52557,0.46888,0.49411,0.46922,0.48233,0.51114,0.47482,0.48999,0.94837,0.95111,0.94394,0.93994,0.51992,0.53315,0.49651,0.50642,0.95078,0.94932,0.44113,0.45146,0.88972,0.88806,0.53902,0.54547,0.53345,0.54276,0.53811,0.51832,0.56393,0.96026,0.49459,0.49825,0.51055,0.84631,0.85075,0.84768,0.92106,0.58193,0.58129,0.57993,0.57967,0.56908,0.56749,0.53882,0.55459,0.53632,0.53802,0.98853,0.9977,0.9846,0.99857,0.98776,0.98234,0.98709,0.9858,0.97442,0.9545,0.54965,0.5502,0.54836,0.55543,0.54731,0.55134,0.54857,0.55424,0.54573,0.54638,0.98015,0.99925,0.98951,0.99729,0.98475,0.98622,0.96755,0.98301,0.98366,0.95318,0.54896,0.5473,0.55287,0.54829,0.55454,0.5519,0.54872,0.5514,0.54562,0.54315,0.96087,0.97719,0.99769,0.98185,0.98935,0.98723,0.97575,0.96159,0.98351,0.96794,0.98312,0.98731,0.98576,0.9984,1.0,0.98864,0.98734,0.98603,0.95634,0.95509,0.96901,0.9651,0.97896,0.9896,0.971,0.99779,0.9739,0.98453,0.98525,0.97286,0.96823,0.97442,0.97453,0.98992,0.98917,0.982,0.98017,0.97828,0.95028,0.79125
205,0.51189,0.51463,0.51662,0.51555,0.51532,0.56227,0.56018,0.56056,0.55862,0.54701,0.54673,0.54157,0.53967,0.53998,0.54512,0.5209,0.52074,0.52557,0.52723,0.51943,0.50145,0.52266,0.52238,0.51957,0.51721,0.51641,0.51775,0.52878,0.52387,0.51767,0.50142,0.52188,0.52452,0.52193,0.52342,0.52228,0.51952,0.52565,0.52266,0.51858,0.51973,0.52476,0.52141,0.52699,0.52532,0.51617,0.51952,0.52652,0.52713,0.52139,0.51807,0.52842,0.52385,0.52468,0.52181,0.51695,0.51241,0.52593,0.52187,0.51843,0.52025,0.5263,0.51692,0.5258,0.51494,0.51985,0.51654,0.52797,0.52601,0.52441,0.50258,0.51899,0.52355,0.52017,0.52379,0.51982,0.51855,0.53046,0.52496,0.51796,0.49796,0.5204,0.51974,0.53257,0.49983,0.52101,0.5211,0.52906,0.52695,0.51659,0.51642,0.5217,0.52234,0.52178,0.528,0.52069,0.52744,0.51871,0.50353,0.52118,0.52085,0.4909,0.50021,0.49845,0.45619,0.47587,0.46157,0.46308,0.49051,0.45981,0.47972,0.95738,0.95774,0.9485,0.96177,0.49319,0.50218,0.4787,0.48416,0.96264,0.95598,0.42915,0.44729,0.92045,0.91821,0.52408,0.52891,0.51713,0.52736,0.52137,0.49253,0.5505,0.97886,0.48168,0.48596,0.49103,0.83437,0.83341,0.83111,0.91516,0.56734,0.56783,0.56531,0.5653,0.55091,0.54773,0.52507,0.53799,0.52425,0.52264,0.99431,0.9876,0.99822,0.98818,0.99499,0.98773,0.99534,0.99391,0.97646,0.9576,0.53448,0.53665,0.53663,0.5423,0.53551,0.54177,0.53735,0.53986,0.53093,0.53191,0.99445,0.99045,0.99521,0.9817,0.9992,0.99416,0.9673,0.98914,0.98883,0.95606,0.53472,0.53311,0.54203,0.53721,0.54344,0.5389,0.53567,0.53838,0.53276,0.52681,0.98328,0.98528,0.99002,0.99147,0.99478,0.99444,0.98038,0.96432,0.9896,0.97182,0.99686,0.99411,0.99334,0.99179,0.98864,1.0,0.99553,0.99447,0.95782,0.95725,0.9781,0.9793,0.98985,0.99478,0.95849,0.98514,0.97649,0.99198,0.99213,0.97662,0.98583,0.9921,0.99155,0.97078,0.97001,0.99309,0.99212,0.98967,0.95648,0.8034
206,0.52659,0.53054,0.53365,0.52961,0.53358,0.57265,0.57166,0.57182,0.57081,0.56165,0.56139,0.55687,0.55351,0.55384,0.55984,0.5366,0.53476,0.5396,0.54113,0.53381,0.52476,0.53566,0.53449,0.53148,0.53137,0.53081,0.53212,0.54048,0.54058,0.53353,0.52394,0.53461,0.53623,0.53641,0.53837,0.53499,0.53539,0.53759,0.53718,0.53027,0.52979,0.53476,0.53587,0.53988,0.53959,0.53251,0.53246,0.54086,0.53815,0.53577,0.52995,0.54166,0.539,0.535,0.53827,0.53137,0.53142,0.54135,0.53638,0.53004,0.53336,0.53771,0.52949,0.53893,0.52585,0.53427,0.53283,0.53989,0.53891,0.53551,0.52721,0.53285,0.53763,0.53691,0.53697,0.53474,0.5332,0.54096,0.53914,0.52832,0.52276,0.53449,0.53207,0.54402,0.51333,0.53281,0.53545,0.54147,0.53917,0.53131,0.53004,0.53105,0.53733,0.53637,0.53859,0.53424,0.53985,0.53245,0.52686,0.5313,0.53097,0.49612,0.52572,0.52482,0.46485,0.48463,0.47089,0.47265,0.50203,0.47096,0.48725,0.96772,0.96673,0.96028,0.96123,0.5159,0.52669,0.49179,0.50019,0.97337,0.96898,0.43753,0.45,0.91126,0.90903,0.53738,0.54266,0.532,0.54017,0.53682,0.50037,0.56251,0.97692,0.49075,0.49473,0.51081,0.84627,0.84749,0.84486,0.93111,0.57741,0.57664,0.57601,0.57581,0.56514,0.5632,0.53831,0.55087,0.53566,0.53691,0.98939,0.98433,0.99179,0.98484,0.99102,0.98996,0.99985,0.9995,0.98317,0.96609,0.54661,0.54612,0.55505,0.55895,0.54811,0.55516,0.55083,0.55537,0.54457,0.54299,0.98615,0.9879,0.99057,0.98198,0.9938,0.98969,0.97452,0.99755,0.99735,0.96486,0.5469,0.54417,0.5546,0.55183,0.55418,0.55408,0.54631,0.55279,0.54319,0.54099,0.97045,0.97376,0.98599,0.98539,0.99108,0.99976,0.98446,0.97192,0.9978,0.9796,0.98975,0.98907,0.98806,0.99019,0.98734,0.99553,1.0,0.99939,0.9668,0.96621,0.96981,0.96774,0.98328,0.99198,0.96708,0.98684,0.98433,0.99902,0.999,0.98302,0.97808,0.9836,0.98533,0.97613,0.97547,0.99022,0.99195,0.99705,0.96389,0.80514
207,0.53268,0.5351,0.53881,0.53285,0.53738,0.57731,0.57633,0.57643,0.57542,0.56621,0.56593,0.56057,0.5597,0.55768,0.56446,0.54202,0.53991,0.54356,0.5438,0.53593,0.53173,0.54183,0.53832,0.54034,0.53639,0.53329,0.53812,0.54508,0.54524,0.53694,0.53109,0.54045,0.54199,0.53997,0.54054,0.53613,0.53859,0.54359,0.54201,0.53561,0.53896,0.54315,0.5412,0.54239,0.54333,0.53656,0.53588,0.54622,0.54343,0.53854,0.53594,0.54863,0.54076,0.53982,0.54414,0.53727,0.53611,0.54296,0.54381,0.53496,0.53849,0.54165,0.53352,0.54588,0.53401,0.5365,0.5346,0.54517,0.54251,0.53966,0.53367,0.53996,0.54134,0.53999,0.54309,0.53972,0.53891,0.54631,0.54659,0.53439,0.52951,0.54022,0.5392,0.54924,0.51978,0.53666,0.5369,0.54655,0.54436,0.5332,0.53672,0.53769,0.54107,0.54097,0.54385,0.54091,0.5426,0.53823,0.53318,0.53889,0.53622,0.50112,0.53216,0.53178,0.46785,0.48839,0.47547,0.47655,0.50961,0.47619,0.4906,0.96746,0.96761,0.96086,0.96154,0.52255,0.53026,0.49825,0.50294,0.97324,0.96881,0.4409,0.45206,0.90964,0.9073,0.54281,0.54819,0.53734,0.5451,0.54034,0.51633,0.56712,0.975,0.49476,0.50232,0.51794,0.84582,0.8447,0.84313,0.93459,0.58203,0.58127,0.58065,0.58047,0.56966,0.56769,0.54122,0.55462,0.5418,0.54032,0.98729,0.98257,0.99098,0.98314,0.98893,0.98987,0.99952,0.99962,0.98541,0.96815,0.55256,0.55488,0.55764,0.56232,0.55501,0.55901,0.55556,0.55918,0.54652,0.54922,0.9848,0.98645,0.98862,0.98159,0.99262,0.9875,0.97565,0.99838,0.99813,0.96703,0.55294,0.54763,0.55931,0.55735,0.5584,0.55457,0.55235,0.55683,0.54785,0.5464,0.96766,0.971,0.98423,0.983,0.98901,0.99922,0.98555,0.97344,0.99855,0.98225,0.98838,0.98696,0.9859,0.989,0.98603,0.99447,0.99939,1.0,0.96858,0.96806,0.96799,0.96557,0.98062,0.98972,0.96832,0.98657,0.98625,0.99942,0.99944,0.98546,0.97606,0.98158,0.98283,0.97572,0.97509,0.9879,0.99016,0.99757,0.96651,0.80916
