,T1115TS003_1o,T1115TS003_2o,T1115TS003_3o,T1115TS003_4o,T1115TS003_5o,T1115TS035_1o,T1115TS035_2o,T1115TS035_3o,T1115TS035_4o,T1115TS035_5o,T1115TS054_1o,T1115TS054_2o,T1115TS054_3o,T1115TS054_4o,T1115TS054_5o,T1115TS071_1o,T1115TS071_2o,T1115TS071_3o,T1115TS071_4o,T1115TS071_5o,T1115TS086_1o,T1115TS086_2o,T1115TS086_3o,T1115TS086_4o,T1115TS086_5o,T1115TS091_1o,T1115TS091_2o,T1115TS091_3o,T1115TS091_4o,T1115TS091_5o,T1115TS098_1o,T1115TS098_2o,T1115TS098_3o,T1115TS098_4o,T1115TS098_5o,T1115TS119_1o,T1115TS119_2o,T1115TS119_3o,T1115TS119_4o,T1115TS119_5o,T1115TS125_1o,T1115TS125_2o,T1115TS125_3o,T1115TS125_4o,T1115TS125_5o,T1115TS131_1o,T1115TS131_2o,T1115TS131_3o,T1115TS131_4o,T1115TS131_5o,T1115TS147_1o,T1115TS147_2o,T1115TS147_3o,T1115TS147_4o,T1115TS147_5o,T1115TS150_1o,T1115TS150_2o,T1115TS150_3o,T1115TS150_4o,T1115TS150_5o,T1115TS158_1o,T1115TS158_2o,T1115TS158_3o,T1115TS158_4o,T1115TS158_5o,T1115TS165_1o,T1115TS165_2o,T1115TS165_3o,T1115TS165_4o,T1115TS165_5o,T1115TS169_1o,T1115TS169_2o,T1115TS169_3o,T1115TS169_4o,T1115TS169_5o,T1115TS180_1o,T1115TS180_2o,T1115TS180_3o,T1115TS180_4o,T1115TS180_5o,T1115TS185_1o,T1115TS185_2o,T1115TS185_3o,T1115TS185_4o,T1115TS185_5o,T1115TS187_1o,T1115TS187_2o,T1115TS187_3o,T1115TS187_4o,T1115TS187_5o,T1115TS188_1o,T1115TS188_2o,T1115TS188_3o,T1115TS188_4o,T1115TS188_5o,T1115TS234_1o,T1115TS239_1o,T1115TS239_2o,T1115TS239_3o,T1115TS239_4o,T1115TS239_5o,T1115TS248_1o,T1115TS248_2o,T1115TS248_3o,T1115TS248_4o,T1115TS248_5o,T1115TS278_1o,T1115TS278_2o,T1115TS278_3o,T1115TS278_4o,T1115TS278_5o,T1115TS288_1o,T1115TS288_2o,T1115TS288_3o,T1115TS288_4o,T1115TS288_5o,T1115TS298_1o,T1115TS298_2o,T1115TS298_3o,T1115TS298_4o,T1115TS298_5o,T1115TS320_1o,T1115TS320_2o,T1115TS320_3o,T1115TS320_4o,T1115TS348_1o,T1115TS348_2o,T1115TS348_3o,T1115TS348_4o,T1115TS348_5o,T1115TS352_1o,T1115TS352_2o,T1115TS352_3o,T1115TS352_4o,T1115TS352_5o,T1115TS360_1o,T1115TS360_2o,T1115TS360_3o,T1115TS360_4o,T1115TS360_5o,T1115TS367_1o,T1115TS367_2o,T1115TS367_3o,T1115TS367_4o,T1115TS367_5o,T1115TS374_1o,T1115TS374_2o,T1115TS374_3o,T1115TS374_4o,T1115TS374_5o,T1115TS385_1o,T1115TS390_1o,T1115TS390_2o,T1115TS390_3o,T1115TS390_4o,T1115TS390_5o,T1115TS397_1o,T1115TS397_2o,T1115TS397_3o,T1115TS397_4o,T1115TS397_5o,T1115TS399_1o,T1115TS399_2o,T1115TS399_3o,T1115TS399_4o,T1115TS399_5o,T1115TS423_1o,T1115TS423_2o,T1115TS423_3o,T1115TS423_4o,T1115TS423_5o,T1115TS439_1o,T1115TS439_2o,T1115TS439_3o,T1115TS439_4o,T1115TS439_5o,T1115TS461_1o,T1115TS462_1o,T1115TS462_2o,T1115TS462_3o,T1115TS462_4o,T1115TS462_5o,T1115TS494_1o,T1115TS494_2o,T1115TS494_3o,T1115TS494_4o,T1115TS494_5o
138,0.58201,0.58771,0.60583,0.50673,0.55826,0.32556,0.3684,0.28427,0.38922,0.53547,0.18562,0.49395,0.33528,0.27237,0.23295,0.14724,0.15703,0.11969,0.11498,0.11967,0.59716,0.59933,0.58872,0.59179,0.59801,0.67696,0.42665,0.65965,0.67468,0.66179,0.50693,0.50693,0.1702,0.1702,0.51592,0.38442,0.33378,0.27129,0.33801,0.26682,0.18562,0.49395,0.33528,0.27237,0.23295,0.6505,0.47893,0.45326,0.42067,0.5196,0.79908,0.42542,0.54343,0.69016,0.88373,0.63946,0.68827,0.53575,0.70925,0.69774,0.59179,0.59801,0.59567,0.59716,0.59933,0.45326,0.42118,0.4431,0.45326,0.46502,0.50693,0.1702,0.50693,0.1702,0.1702,0.60827,0.52623,0.7155,0.59033,0.5075,0.48845,0.50448,0.46898,0.49059,0.5092,0.34931,0.39626,0.43244,0.39185,0.44881,0.55911,0.55911,0.55911,0.55975,0.51592,0.31655,0.6074,0.34671,0.36914,0.44545,0.36568,0.38323,0.32556,0.3684,0.28427,0.5442,0.32264,0.30393,0.12712,0.41919,0.27823,0.43023,0.36547,0.36199,0.36234,0.3545,0.51592,0.55958,0.5576,0.5409,0.67215,0.88293,0.7371,0.42542,0.87712,0.75225,0.7538,0.76423,0.7254,0.74997,0.71191,0.71065,0.70501,0.71013,0.73508,0.88343,0.88293,0.56167,1.0,0.68876,0.5874,0.61773,0.59673,0.51789,0.54653,0.55296,0.55318,0.46847,0.54985,0.57272,0.10634,0.62815,0.54143,0.57577,0.55297,0.58585,0.43952,0.44033,0.43014,0.43279,0.4526,0.18562,0.49395,0.33528,0.27237,0.23295,0.44331,0.518,0.35049,0.44749,0.44636,0.36914,0.32323,0.34671,0.60237,0.44545,0.53991,0.1371,0.13789,0.12432,0.13843,0.12121,0.42448,0.42075,0.43325,0.41823,0.39925
139,0.50882,0.51535,0.50055,0.40541,0.47664,0.32196,0.35672,0.36017,0.35723,0.57618,0.17241,0.46545,0.29972,0.25331,0.23739,0.2232,0.21223,0.19609,0.11573,0.13935,0.48394,0.51522,0.45138,0.51059,0.50722,0.62447,0.4286,0.53889,0.65899,0.54158,0.56198,0.56198,0.23099,0.23099,0.57206,0.32133,0.26644,0.24047,0.31599,0.25523,0.17241,0.46545,0.29972,0.25331,0.23739,0.52462,0.44525,0.44669,0.41666,0.51709,0.78739,0.4083,0.46159,0.72237,0.76509,0.5741,0.59746,0.49362,0.67931,0.61845,0.51059,0.50722,0.50016,0.48394,0.51522,0.38696,0.36791,0.37496,0.38696,0.42597,0.56198,0.23099,0.56198,0.23099,0.23099,0.1527,0.49695,0.6375,0.57309,0.46577,0.40314,0.41587,0.37756,0.43693,0.41858,0.32969,0.37563,0.42388,0.37204,0.45251,0.55898,0.55898,0.55898,0.55993,0.57206,0.26414,0.5392,0.33365,0.35911,0.38734,0.35801,0.34498,0.32196,0.35672,0.36017,0.47931,0.31397,0.30232,0.12368,0.3907,0.27362,0.41476,0.35283,0.35068,0.34936,0.34256,0.57206,0.55993,0.55268,0.5728,0.60619,0.81362,0.6812,0.4083,0.74537,0.69763,0.69299,0.71526,0.65967,0.70768,0.61272,0.62047,0.61324,0.67494,0.67421,0.69607,0.69049,0.53999,0.68876,1.0,0.42753,0.57554,0.50586,0.42814,0.49519,0.52819,0.5517,0.56086,0.52772,0.54303,0.19246,0.55101,0.50699,0.53486,0.51172,0.50271,0.35943,0.35606,0.40855,0.39404,0.36647,0.17241,0.46545,0.29972,0.25331,0.23739,0.41764,0.4649,0.34632,0.40527,0.42421,0.35911,0.30818,0.33365,0.53914,0.38734,0.51444,0.21485,0.21493,0.21069,0.2155,0.21098,0.40098,0.39044,0.41482,0.35919,0.36015
140,0.95894,0.80724,0.91768,0.66645,0.72534,0.29785,0.34723,0.32516,0.31743,0.32769,0.13297,0.3151,0.21294,0.17112,0.13639,0.05906,0.06089,0.05991,0.05901,0.05963,0.91916,0.91754,0.92199,0.95595,0.95818,0.3767,0.30029,0.37678,0.36314,0.37412,0.38611,0.38611,0.12645,0.12645,0.38289,0.25904,0.26999,0.18385,0.28257,0.17918,0.13297,0.3151,0.21294,0.17112,0.13639,0.40193,0.29973,0.2649,0.2426,0.31255,0.39754,0.20449,0.85865,0.43147,0.37932,0.35671,0.33806,0.33309,0.37642,0.39193,0.95595,0.95818,0.94768,0.91916,0.91754,0.35801,0.29167,0.3547,0.35801,0.40246,0.38611,0.12645,0.38611,0.12645,0.12645,0.43735,0.27472,0.35356,0.22862,0.20921,0.4027,0.40151,0.40126,0.4063,0.40016,0.19519,0.22907,0.23231,0.22604,0.22613,0.36423,0.36423,0.36423,0.36465,0.38289,0.20154,0.32722,0.20289,0.21237,0.27431,0.19786,0.31767,0.29785,0.34723,0.32516,0.32313,0.17466,0.17381,0.10257,0.3773,0.15546,0.23314,0.20447,0.2029,0.20114,0.1984,0.38289,0.36465,0.35305,0.35935,0.34808,0.3789,0.34243,0.20268,0.33709,0.40207,0.3686,0.40189,0.39007,0.37263,0.3387,0.33257,0.33064,0.36293,0.36684,0.2778,0.28079,0.26063,0.32792,0.26203,1.0,0.79298,0.91955,0.66433,0.7169,0.40085,0.39942,0.41186,0.40092,0.40439,0.05271,0.46643,0.44324,0.44972,0.44539,0.45105,0.36332,0.36117,0.3561,0.36989,0.32325,0.13297,0.3151,0.21294,0.17112,0.13639,0.57092,0.60479,0.46018,0.61483,0.56219,0.21237,0.18498,0.20289,0.31916,0.27431,0.85251,0.05893,0.05875,0.06415,0.05867,0.05845,0.29453,0.37182,0.30362,0.28992,0.37646
141,0.77222,0.91503,0.77136,0.52854,0.59606,0.26659,0.30657,0.30401,0.2922,0.39286,0.13986,0.34054,0.22796,0.17522,0.17492,0.05924,0.06119,0.06001,0.05925,0.08288,0.77837,0.78979,0.79385,0.78,0.78904,0.4124,0.31051,0.38868,0.41071,0.39968,0.34901,0.34901,0.1129,0.1129,0.32477,0.28793,0.25437,0.18228,0.27386,0.17807,0.13986,0.34054,0.22796,0.17522,0.17492,0.39077,0.29437,0.26355,0.24524,0.31293,0.42599,0.19641,0.65366,0.4578,0.42656,0.36397,0.37003,0.32107,0.41293,0.4075,0.78,0.78904,0.7671,0.77837,0.78979,0.33634,0.29051,0.29876,0.33634,0.37925,0.34901,0.1129,0.34901,0.1129,0.1129,0.42086,0.29053,0.36779,0.29051,0.2454,0.37028,0.35858,0.37113,0.33701,0.32417,0.20055,0.2267,0.232,0.22457,0.22615,0.36336,0.36336,0.36336,0.36448,0.32477,0.21038,0.33232,0.20373,0.21503,0.28035,0.18651,0.29585,0.26659,0.30657,0.30401,0.33146,0.17413,0.17397,0.09949,0.33709,0.1552,0.23817,0.19482,0.19594,0.19478,0.19296,0.31883,0.36389,0.36138,0.35906,0.3737,0.4262,0.36753,0.20539,0.38651,0.42344,0.41953,0.42279,0.43017,0.41865,0.37593,0.37537,0.37219,0.40638,0.4042,0.30443,0.30892,0.27398,0.34111,0.3179,0.79298,1.0,0.77778,0.53314,0.58049,0.39984,0.40006,0.40287,0.38311,0.40015,0.05206,0.44923,0.40049,0.42601,0.40567,0.43328,0.32718,0.28065,0.31973,0.33892,0.33168,0.13986,0.34054,0.22796,0.17522,0.17492,0.45864,0.51292,0.39113,0.51969,0.48588,0.21503,0.18512,0.20373,0.32537,0.28035,0.7528,0.05853,0.0584,0.05824,0.05852,0.05824,0.34072,0.33626,0.34244,0.31375,0.34117
142,0.92339,0.79168,0.94824,0.65492,0.71686,0.29357,0.32162,0.3182,0.30337,0.38662,0.13672,0.31459,0.21435,0.16438,0.15098,0.09351,0.05996,0.06148,0.0597,0.09007,0.94531,0.94955,0.95845,0.91214,0.92251,0.37402,0.32286,0.37383,0.37711,0.35645,0.38181,0.38181,0.12649,0.12649,0.37904,0.26057,0.28137,0.18946,0.25831,0.18308,0.13672,0.31459,0.21435,0.16438,0.15098,0.39794,0.28422,0.26944,0.24829,0.30979,0.36259,0.19593,0.86039,0.42579,0.35275,0.35288,0.33302,0.33419,0.38024,0.39175,0.91214,0.92251,0.91748,0.94531,0.94955,0.35158,0.34713,0.34669,0.35158,0.38712,0.38181,0.12649,0.38181,0.12649,0.12649,0.42317,0.29655,0.30802,0.25024,0.20542,0.39409,0.39182,0.39085,0.39947,0.39223,0.19773,0.23227,0.23048,0.22347,0.22549,0.3594,0.3594,0.3594,0.35956,0.37904,0.19047,0.32669,0.20274,0.21402,0.26869,0.19741,0.31326,0.29357,0.32162,0.3182,0.32733,0.17292,0.17515,0.10051,0.37042,0.15035,0.22946,0.1922,0.20687,0.20833,0.20357,0.37904,0.35956,0.34825,0.35763,0.343,0.35834,0.38162,0.19207,0.32891,0.38033,0.36873,0.38165,0.38638,0.37997,0.33228,0.32703,0.32191,0.36232,0.36182,0.31496,0.27651,0.26053,0.33272,0.28222,0.91955,0.77778,1.0,0.65654,0.7042,0.4068,0.40199,0.40134,0.40734,0.40182,0.05292,0.46903,0.42851,0.44059,0.43304,0.44358,0.2997,0.29648,0.29202,0.36041,0.33226,0.13672,0.31459,0.21435,0.16438,0.15098,0.56557,0.59498,0.4173,0.60299,0.54995,0.21402,0.18569,0.20274,0.31749,0.26869,0.82229,0.06815,0.06839,0.05982,0.06861,0.07035,0.36981,0.36627,0.37308,0.34516,0.3703
143,0.66962,0.54877,0.65892,0.96244,0.87555,0.24634,0.26521,0.27842,0.24318,0.29276,0.11982,0.26341,0.18265,0.15669,0.1464,0.05918,0.05935,0.0629,0.06083,0.06039,0.66517,0.65015,0.65859,0.67797,0.67195,0.29794,0.27511,0.29805,0.30646,0.30392,0.33114,0.33114,0.15335,0.15335,0.32901,0.18907,0.23707,0.18482,0.25946,0.17839,0.11982,0.26341,0.18265,0.15669,0.1464,0.35838,0.269,0.23945,0.22633,0.28907,0.31391,0.18684,0.69218,0.3447,0.31929,0.29612,0.27154,0.29131,0.31699,0.32833,0.67797,0.67195,0.6659,0.66517,0.65015,0.31192,0.30904,0.31114,0.31192,0.35841,0.33114,0.15335,0.33114,0.15335,0.15335,0.41737,0.26627,0.28255,0.24273,0.18181,0.34639,0.3453,0.34845,0.34992,0.34151,0.1979,0.22706,0.21925,0.21851,0.21465,0.30225,0.30225,0.30225,0.30265,0.32901,0.21244,0.28724,0.19253,0.20083,0.21662,0.18003,0.28058,0.24634,0.26521,0.27842,0.27182,0.16972,0.17138,0.11135,0.33082,0.15158,0.22,0.19153,0.18918,0.19035,0.18564,0.32901,0.30265,0.28525,0.30177,0.28526,0.29257,0.30143,0.17023,0.29163,0.32137,0.3205,0.32891,0.33213,0.32011,0.27276,0.26851,0.26771,0.30807,0.30366,0.27543,0.26142,0.20719,0.29108,0.24199,0.66433,0.53314,0.65654,1.0,0.88551,0.36586,0.36406,0.35937,0.363,0.36172,0.05063,0.43181,0.4722,0.45588,0.46265,0.44711,0.3155,0.31718,0.31481,0.32033,0.29773,0.11982,0.26341,0.18265,0.15669,0.1464,0.55527,0.47716,0.43876,0.56675,0.46022,0.20083,0.18158,0.19253,0.27613,0.21662,0.62308,0.05964,0.05956,0.05983,0.05965,0.05963,0.32371,0.32006,0.33029,0.30484,0.33423
144,0.72341,0.6056,0.71291,0.87947,0.95806,0.2477,0.28566,0.27251,0.2844,0.34527,0.12298,0.28268,0.19407,0.16251,0.17595,0.05899,0.06024,0.10145,0.06083,0.05933,0.71591,0.70091,0.71483,0.72558,0.72929,0.31542,0.29138,0.31538,0.31997,0.31381,0.33678,0.33678,0.13291,0.13291,0.3357,0.22899,0.26562,0.18238,0.2721,0.17798,0.12298,0.28268,0.19407,0.16251,0.17595,0.36415,0.27103,0.25025,0.23138,0.29032,0.32561,0.17899,0.73907,0.3649,0.33361,0.31046,0.28503,0.30396,0.33196,0.34576,0.72558,0.72929,0.72462,0.71591,0.70091,0.32976,0.2685,0.32327,0.32976,0.37576,0.33678,0.13291,0.33678,0.13291,0.13291,0.45201,0.28403,0.32671,0.25748,0.19295,0.35883,0.35825,0.35791,0.36175,0.35565,0.20449,0.22983,0.2277,0.2207,0.2245,0.31907,0.31907,0.31907,0.319,0.3357,0.18817,0.29511,0.1984,0.20637,0.21669,0.17146,0.27338,0.2477,0.28566,0.27251,0.2906,0.17378,0.17145,0.10423,0.33627,0.15273,0.22703,0.19676,0.19496,0.19551,0.18895,0.3357,0.32,0.30252,0.31867,0.29698,0.32911,0.32801,0.17723,0.32739,0.34658,0.33958,0.33738,0.34231,0.33313,0.28624,0.28228,0.28982,0.3202,0.32077,0.28719,0.27591,0.23328,0.30429,0.2748,0.7169,0.58049,0.7042,0.88551,1.0,0.37193,0.37007,0.36772,0.37905,0.36946,0.05257,0.44494,0.47202,0.47681,0.46798,0.46771,0.30313,0.32738,0.32631,0.32947,0.30963,0.12298,0.28268,0.19407,0.16251,0.17595,0.56542,0.49869,0.45184,0.57072,0.48286,0.20637,0.18309,0.1984,0.28643,0.21669,0.67182,0.05914,0.05906,0.11443,0.05932,0.05902,0.3349,0.3305,0.34266,0.31548,0.33832
145,0.39862,0.42079,0.40903,0.35846,0.37497,0.38674,0.54091,0.16936,0.48297,0.55091,0.1557,0.49048,0.28953,0.23118,0.15616,0.0558,0.09011,0.10494,0.06705,0.07939,0.40597,0.40519,0.40808,0.40795,0.39716,0.5612,0.4584,0.54776,0.56136,0.54701,0.63318,0.63318,0.1237,0.1237,0.62759,0.34458,0.47554,0.18039,0.47179,0.17849,0.1557,0.49048,0.28953,0.23118,0.15616,0.37986,0.29955,0.27003,0.28297,0.32934,0.56294,0.21436,0.38293,0.52492,0.51403,0.47601,0.48483,0.39323,0.65035,0.61939,0.40795,0.39716,0.39904,0.40597,0.40519,0.59107,0.59679,0.57468,0.59107,0.7969,0.63318,0.1237,0.63318,0.1237,0.1237,0.30536,0.23683,0.2898,0.17613,0.26633,0.73301,0.71968,0.74658,0.76186,0.71827,0.17377,0.19812,0.19898,0.19696,0.19847,0.54883,0.54883,0.54883,0.54877,0.62759,0.23645,0.28578,0.1761,0.18909,0.46041,0.21082,0.48532,0.38674,0.54091,0.16936,0.40784,0.15103,0.15764,0.08905,0.63414,0.13049,0.20992,0.18086,0.17996,0.18183,0.17931,0.62759,0.54877,0.50923,0.55289,0.55312,0.46375,0.43008,0.158,0.41904,0.6428,0.63647,0.64848,0.66108,0.61401,0.48913,0.49087,0.487,0.61458,0.59841,0.25589,0.25428,0.24919,0.30801,0.2419,0.39986,0.39984,0.4068,0.36569,0.37193,1.0,0.99441,0.96048,0.9559,0.94329,0.04872,0.34341,0.31244,0.3224,0.32005,0.32535,0.56763,0.58049,0.56646,0.60503,0.59603,0.1557,0.49048,0.28953,0.23118,0.15616,0.38679,0.44698,0.41812,0.4237,0.44261,0.18909,0.16267,0.1761,0.2792,0.46041,0.38176,0.07879,0.07928,0.05701,0.07916,0.08421,0.61152,0.59683,0.62801,0.52455,0.70173
146,0.39786,0.42146,0.39927,0.35672,0.36795,0.15747,0.54101,0.16929,0.48029,0.55477,0.1559,0.49276,0.28984,0.23126,0.15943,0.08193,0.10501,0.0956,0.10029,0.07868,0.40448,0.40411,0.40728,0.40633,0.39624,0.55998,0.45625,0.55567,0.56201,0.54842,0.63247,0.63247,0.14026,0.14026,0.62759,0.34578,0.47358,0.18044,0.47244,0.17858,0.1559,0.49276,0.28984,0.23126,0.15943,0.37945,0.29838,0.26316,0.28423,0.33019,0.57921,0.22098,0.39034,0.53017,0.5151,0.47757,0.48589,0.39177,0.65253,0.62133,0.40633,0.39624,0.39809,0.40448,0.40411,0.5898,0.5942,0.57199,0.5898,0.79739,0.63247,0.14026,0.63247,0.14026,0.14026,0.30552,0.23658,0.29308,0.17586,0.26669,0.72745,0.71482,0.74134,0.75625,0.71315,0.17439,0.19922,0.19902,0.19717,0.19827,0.55085,0.55085,0.55085,0.55077,0.62759,0.23729,0.28584,0.17154,0.18949,0.46052,0.21199,0.48291,0.15747,0.54101,0.16929,0.40887,0.15049,0.15818,0.08349,0.62546,0.1308,0.21043,0.17914,0.17923,0.18113,0.17873,0.62758,0.55077,0.51075,0.5552,0.55443,0.47447,0.43086,0.15765,0.41977,0.64433,0.63908,0.65007,0.64466,0.63495,0.49031,0.49185,0.48791,0.61618,0.60011,0.26047,0.25268,0.25515,0.30802,0.30818,0.39941,0.40006,0.39582,0.36406,0.36848,0.99441,1.0,0.96628,0.95026,0.93862,0.04849,0.34447,0.3146,0.32289,0.32033,0.32576,0.564,0.57552,0.56152,0.60111,0.59108,0.1559,0.49276,0.28984,0.23126,0.15943,0.37173,0.44816,0.42111,0.42433,0.44465,0.18949,0.15941,0.17154,0.28507,0.46052,0.38165,0.07915,0.07965,0.05682,0.07947,0.10424,0.60684,0.59264,0.62242,0.52033,0.69658
147,0.41748,0.41937,0.41844,0.3545,0.37176,0.40749,0.56415,0.47662,0.50444,0.58508,0.15844,0.5008,0.29194,0.2321,0.16003,0.10516,0.07046,0.06213,0.05859,0.05613,0.41313,0.41404,0.42076,0.41693,0.38667,0.56163,0.47433,0.55629,0.56219,0.55699,0.64304,0.64304,0.133,0.133,0.63516,0.35595,0.46821,0.18027,0.46865,0.18026,0.15844,0.5008,0.29194,0.2321,0.16003,0.39228,0.31018,0.29474,0.29394,0.34003,0.58503,0.22211,0.40253,0.52088,0.52263,0.48763,0.49151,0.40784,0.66843,0.6364,0.41693,0.38667,0.41051,0.41313,0.41404,0.59254,0.60028,0.581,0.59254,0.80296,0.64304,0.133,0.64304,0.133,0.133,0.31309,0.23987,0.29869,0.19891,0.27081,0.71063,0.70124,0.71592,0.74927,0.70473,0.18059,0.20671,0.20659,0.2042,0.20306,0.5576,0.5576,0.5576,0.55757,0.63516,0.17031,0.29239,0.17917,0.19309,0.46056,0.21593,0.50979,0.40749,0.56415,0.47662,0.41777,0.15777,0.16157,0.08781,0.60128,0.14357,0.21971,0.18177,0.1804,0.19813,0.18002,0.63516,0.55757,0.51834,0.56116,0.56049,0.50195,0.45625,0.14888,0.40261,0.65328,0.63423,0.67495,0.6902,0.63629,0.49557,0.49691,0.49272,0.6286,0.60976,0.26927,0.28693,0.251,0.2641,0.31334,0.41199,0.40337,0.40156,0.35884,0.36772,0.96048,0.96628,1.0,0.91632,0.90549,0.09265,0.34672,0.31887,0.32584,0.32699,0.328,0.54469,0.55129,0.54581,0.57928,0.57044,0.15844,0.5008,0.29194,0.2321,0.16003,0.36524,0.45891,0.42289,0.41933,0.44073,0.19309,0.16692,0.17917,0.29149,0.46056,0.39053,0.10917,0.1087,0.10915,0.10814,0.10531,0.59195,0.57566,0.60236,0.50162,0.67403
148,0.41366,0.41368,0.4087,0.36172,0.37331,0.15666,0.54797,0.18268,0.4928,0.55792,0.15621,0.48897,0.29092,0.20125,0.16068,0.10243,0.05993,0.0693,0.06835,0.10125,0.40208,0.40492,0.40537,0.40633,0.40631,0.53986,0.45881,0.5304,0.54348,0.53022,0.63815,0.63815,0.13438,0.13438,0.63802,0.16912,0.47938,0.18095,0.47533,0.17793,0.15621,0.48897,0.29092,0.20125,0.16068,0.37843,0.30839,0.26998,0.28399,0.32488,0.56496,0.21983,0.3917,0.51384,0.53669,0.48064,0.48081,0.39808,0.64097,0.617,0.40633,0.40631,0.40092,0.40208,0.40492,0.59613,0.60918,0.57843,0.59613,0.79394,0.63815,0.13438,0.63815,0.13438,0.13438,0.30825,0.24046,0.28857,0.21755,0.2321,0.73759,0.72463,0.74898,0.76469,0.72305,0.171,0.1954,0.19633,0.19257,0.19561,0.55336,0.55336,0.55336,0.5536,0.63802,0.23059,0.2777,0.16962,0.18592,0.46613,0.20975,0.49118,0.15666,0.54797,0.18268,0.41452,0.14988,0.07933,0.09004,0.63945,0.07355,0.21233,0.17796,0.17744,0.18273,0.18665,0.63802,0.5536,0.51171,0.55793,0.54947,0.46674,0.44409,0.1523,0.44315,0.624,0.60662,0.63269,0.64441,0.6234,0.48424,0.48424,0.48062,0.60454,0.589,0.25459,0.25369,0.25088,0.30625,0.29739,0.40055,0.38311,0.40734,0.36297,0.37376,0.9559,0.95026,0.91632,1.0,0.95164,0.049,0.34485,0.32168,0.32811,0.32558,0.3268,0.57803,0.58768,0.57791,0.61326,0.59608,0.15621,0.48897,0.29092,0.20125,0.16068,0.37098,0.45085,0.41245,0.41832,0.45897,0.18592,0.15991,0.16962,0.27843,0.46613,0.37753,0.10509,0.10507,0.05866,0.10445,0.10276,0.61912,0.60406,0.63499,0.53104,0.70677
149,0.39475,0.41906,0.39869,0.37258,0.37764,0.14923,0.52319,0.17454,0.47407,0.58995,0.15196,0.48255,0.28918,0.18732,0.16168,0.07876,0.06378,0.10346,0.05597,0.06004,0.40595,0.40465,0.40817,0.41239,0.39662,0.55706,0.44316,0.54687,0.55647,0.55171,0.61791,0.61791,0.13843,0.13843,0.61984,0.33666,0.46103,0.17709,0.46374,0.17637,0.15196,0.48255,0.28918,0.18732,0.16168,0.37149,0.29403,0.26976,0.27921,0.31979,0.56825,0.22629,0.38115,0.51581,0.49599,0.46606,0.48856,0.38161,0.65422,0.60802,0.41239,0.39662,0.39735,0.40595,0.40465,0.57147,0.58092,0.55402,0.57147,0.77846,0.61791,0.13843,0.61791,0.13843,0.13843,0.30903,0.23915,0.2951,0.21505,0.21363,0.71013,0.69864,0.7237,0.73815,0.69586,0.17125,0.19936,0.19674,0.1939,0.19335,0.53529,0.53529,0.53529,0.53453,0.61984,0.23015,0.26546,0.16667,0.1851,0.46951,0.20499,0.4741,0.14923,0.52319,0.17454,0.3955,0.07898,0.15651,0.08682,0.61749,0.12737,0.20655,0.17554,0.17148,0.17702,0.17503,0.61984,0.53453,0.49747,0.53998,0.5524,0.46681,0.44611,0.17575,0.44989,0.63725,0.63413,0.61976,0.63155,0.61222,0.49398,0.50015,0.49523,0.6203,0.60249,0.26336,0.26298,0.24285,0.31763,0.30431,0.40439,0.40015,0.40248,0.36439,0.37494,0.94329,0.93862,0.90549,0.95164,1.0,0.05263,0.34674,0.32639,0.33138,0.32797,0.33578,0.55914,0.56856,0.55837,0.59741,0.59721,0.15196,0.48255,0.28918,0.18732,0.16168,0.37361,0.44473,0.42226,0.41451,0.44284,0.1851,0.15575,0.16667,0.26417,0.46951,0.38027,0.06724,0.06715,0.06134,0.10645,0.06566,0.59496,0.5801,0.61154,0.51031,0.68187
